"eventid","venueid","catid","dateid","eventname","starttime"
2368,212,7,2112,"A Tale of Two Cities","2008-10-13T19:30:00.000Z"
2775,226,7,2112,"The Glass Menagerie","2008-10-13T15:00:00.000Z"
4939,12,9,2112,"Aretha Franklin","2008-10-13T14:00:00.000Z"
6085,65,9,2112,"Paul Weller","2008-10-13T19:30:00.000Z"
6897,48,9,2112,"Burt Bacharach","2008-10-13T19:30:00.000Z"
382,304,8,2113,"Orfeo ed Euridice","2008-10-14T14:00:00.000Z"
2243,240,7,2113,"Avenue Q","2008-10-14T19:00:00.000Z"
526,239,6,2114,"Jersey Boys","2008-10-15T19:00:00.000Z"
760,208,6,2114,"Pal Joey","2008-10-15T19:30:00.000Z"
1900,245,7,2114,"Our Town","2008-10-15T19:00:00.000Z"
3902,27,9,2114,"Echo & the Bunnymen","2008-10-15T19:00:00.000Z"
5824,98,9,2114,"The Jesus and Mary Chain","2008-10-15T14:00:00.000Z"
8275,118,9,2114,"Jason Aldean","2008-10-15T14:00:00.000Z"
185,302,8,2115,"Doctor Atomic","2008-10-16T20:00:00.000Z"
3265,233,7,2115,"Wicked","2008-10-16T15:00:00.000Z"
4471,63,9,2115,"Sweet Honey in the Rock","2008-10-16T19:00:00.000Z"
5947,115,9,2115,"Bonnie Raitt","2008-10-16T19:30:00.000Z"
6949,9,9,2115,"Zucchero","2008-10-16T19:30:00.000Z"
6956,103,9,2115,"Dandy Warhols","2008-10-16T19:00:00.000Z"
340,302,8,2116,"La Rondine","2008-10-17T20:00:00.000Z"
1345,207,6,2116,"High Society","2008-10-17T14:00:00.000Z"
1747,259,6,2116,"Mystere Cirque du Soleil","2008-10-17T14:00:00.000Z"
2651,239,7,2116,"Rhinoceros","2008-10-17T14:00:00.000Z"
2705,220,7,2116,"A Tale of Two Cities","2008-10-17T14:00:00.000Z"
2965,200,7,2116,"Othello","2008-10-17T14:00:00.000Z"
4620,100,9,2116,"Bamboozle Left","2008-10-17T19:30:00.000Z"
6473,23,9,2116,"Suzanne Vega","2008-10-17T19:00:00.000Z"
1408,237,6,2117,"Memphis - The Birth of Rock n Roll","2008-10-18T20:00:00.000Z"
2374,220,7,2117,"Iphigenia","2008-10-18T14:00:00.000Z"
4253,83,9,2117,"Suzanne Vega","2008-10-18T20:00:00.000Z"
5403,107,9,2117,"Gladys Knight","2008-10-18T15:00:00.000Z"
7544,42,9,2117,"Rock The Bayou","2008-10-18T15:00:00.000Z"
8630,7,9,2117,"Rick Springfield","2008-10-18T14:00:00.000Z"
1555,256,6,2118,"O - Cirque du Soleil","2008-10-19T14:00:00.000Z"
1716,262,6,2118,"Beatles LOVE","2008-10-19T19:00:00.000Z"
5769,113,9,2118,"Bruce Springsteen","2008-10-19T19:30:00.000Z"
6379,57,9,2118,"Ben Harper","2008-10-19T19:00:00.000Z"
7303,32,9,2118,"War","2008-10-19T15:00:00.000Z"
8146,100,9,2118,"Scorpions","2008-10-19T19:00:00.000Z"
973,204,6,2119,"Hairspray","2008-10-20T20:00:00.000Z"
2551,216,7,2119,"The Cherry Orchard","2008-10-20T14:00:00.000Z"
3735,220,7,2119,"Glengarry Glen Ross","2008-10-20T14:00:00.000Z"
6144,65,9,2119,"Rick Braun","2008-10-20T19:00:00.000Z"
6824,3,9,2119,"Missy Higgins","2008-10-20T14:00:00.000Z"
7983,8,9,2119,"Danny Nova","2008-10-20T15:00:00.000Z"
1244,233,6,2120,"Memphis - The Birth of Rock n Roll","2008-10-21T14:30:00.000Z"
7277,19,9,2120,"Built To Spill","2008-10-21T15:00:00.000Z"
2515,231,7,2121,"The Caucasian Chalk Circle","2008-10-22T15:00:00.000Z"
4742,99,9,2121,"Donna Summer","2008-10-22T20:00:00.000Z"
6516,64,9,2121,"Scorpions","2008-10-22T14:00:00.000Z"
7774,36,9,2121,"Alejandro Fernandez","2008-10-22T14:00:00.000Z"
5412,81,9,2122,"My Bloody Valentine","2008-10-23T19:30:00.000Z"
5579,60,9,2122,"Motley Crue","2008-10-23T19:30:00.000Z"
5733,95,9,2122,"Rick Braun","2008-10-23T19:00:00.000Z"
7682,88,9,2122,"Rodrigo y Gabriela","2008-10-23T15:00:00.000Z"
246,303,8,2123,"The Fly","2008-10-24T14:30:00.000Z"
1566,252,6,2123,"Mystere Cirque du Soleil","2008-10-24T20:00:00.000Z"
2024,220,7,2123,"Spring Awakening","2008-10-24T19:00:00.000Z"
2148,237,7,2123,"A Doll's House","2008-10-24T19:00:00.000Z"
2348,240,7,2123,"Wicked","2008-10-24T19:00:00.000Z"
3475,233,7,2123,"The Seafarer","2008-10-24T15:00:00.000Z"
3964,93,9,2123,"Built To Spill","2008-10-24T19:30:00.000Z"
6210,15,9,2123,"Mos Def","2008-10-24T15:00:00.000Z"
6938,54,9,2123,"Dave Stewart","2008-10-24T19:00:00.000Z"
1339,227,6,2124,"South Pacific","2008-10-25T15:00:00.000Z"
4048,101,9,2124,"Johnny Mathis","2008-10-25T20:00:00.000Z"
6890,3,9,2124,"Kanye West","2008-10-25T14:00:00.000Z"
8563,21,9,2124,"Green Day","2008-10-25T19:30:00.000Z"
8110,33,9,2125,"Dixie Chicks","2008-10-26T19:00:00.000Z"
8288,9,9,2125,"Bryan Adams","2008-10-26T14:00:00.000Z"
41,306,8,2126,"La Cenerentola (Cinderella)","2008-10-27T15:00:00.000Z"
439,305,8,2126,"La Traviata","2008-10-27T14:30:00.000Z"
859,241,6,2126,"Hairspray","2008-10-27T15:00:00.000Z"
5770,14,9,2126,"Fergie","2008-10-27T19:30:00.000Z"
6009,128,9,2126,"Daughtry","2008-10-27T19:00:00.000Z"
7370,30,9,2126,"Erykah Badu","2008-10-27T19:30:00.000Z"
75,309,8,2127,"The Fly","2008-10-28T19:00:00.000Z"
1763,253,6,2127,"Blue Man Group","2008-10-28T15:00:00.000Z"
2149,211,7,2127,"Our Town","2008-10-28T19:30:00.000Z"
2351,217,7,2127,"Spring Awakening","2008-10-28T20:00:00.000Z"
2501,220,7,2127,"Othello","2008-10-28T15:00:00.000Z"
8401,130,9,2127,"Tom Jones","2008-10-28T15:00:00.000Z"
7360,83,9,2128,"John Fogerty","2008-10-29T19:30:00.000Z"
100,300,8,2129,"Siegfried","2008-10-30T15:00:00.000Z"
3499,232,7,2129,"The Bacchae","2008-10-30T15:00:00.000Z"
6580,22,9,2129,"Scorpions","2008-10-30T15:00:00.000Z"
762,208,6,2130,"Gypsy","2008-10-31T19:00:00.000Z"
4877,127,9,2130,"Jessica Simpson","2008-10-31T19:00:00.000Z"
7995,123,9,2130,"Southside Johnny & the Asbury Jukes","2008-10-31T19:30:00.000Z"
8063,77,9,2130,"Zombies","2008-10-31T14:00:00.000Z"
1552,258,6,2131,"Phantom of the Opera","2008-11-01T14:30:00.000Z"
2398,216,7,2131,"Spring Awakening","2008-11-01T14:00:00.000Z"
8116,75,9,2131,"Gretchen Wilson","2008-11-01T19:30:00.000Z"
500,309,8,2132,"Gotterdammerung","2008-11-02T14:30:00.000Z"
1748,256,6,2132,"Phantom of the Opera","2008-11-02T20:00:00.000Z"
6245,29,9,2132,"Stone Temple Pilots","2008-11-02T15:00:00.000Z"
8076,110,9,2132,"Jesse McCartney","2008-11-02T19:00:00.000Z"
2207,240,7,2133,"Passing Strange","2008-11-03T19:00:00.000Z"
408,307,8,2134,"La Sonnambula","2008-11-04T15:00:00.000Z"
1762,260,6,2134,"Legally Blonde","2008-11-04T19:00:00.000Z"
4371,114,9,2134,"Brad Paisley","2008-11-04T19:30:00.000Z"
4411,85,9,2134,"Red Hot Chili Peppers","2008-11-04T20:00:00.000Z"
4505,43,9,2134,"The Swell Season","2008-11-04T14:30:00.000Z"
4603,68,9,2134,"Chris Botti","2008-11-04T14:30:00.000Z"
8374,72,9,2134,"Tina Turner","2008-11-04T15:00:00.000Z"
110,307,8,2135,"La Damnation de Faust","2008-11-05T19:00:00.000Z"
198,305,8,2135,"Eugene Onegin","2008-11-05T14:00:00.000Z"
1347,219,6,2135,"The King and I","2008-11-05T15:00:00.000Z"
2021,206,7,2135,"Spring Awakening","2008-11-05T19:00:00.000Z"
3548,237,7,2135,"Endgame","2008-11-05T19:30:00.000Z"
1947,205,7,2136,"A Tale of Two Cities","2008-11-06T19:00:00.000Z"
2977,215,7,2136,"Oedipus the King","2008-11-06T14:00:00.000Z"
6663,96,9,2136,"Temptations","2008-11-06T19:00:00.000Z"
1047,217,6,2137,"Mamma Mia!","2008-11-07T19:30:00.000Z"
1371,244,6,2137,"The Phantom of the Opera","2008-11-07T14:30:00.000Z"
6310,129,9,2137,"Tony Bennett","2008-11-07T14:00:00.000Z"
6467,65,9,2137,"Blake Shelton","2008-11-07T19:00:00.000Z"
7745,45,9,2137,"Bloc Party","2008-11-07T14:00:00.000Z"
513,213,6,2138,"Grease","2008-11-08T14:30:00.000Z"
1855,231,7,2138,"Iphigenia","2008-11-08T20:00:00.000Z"
2031,227,7,2138,"All My Sons","2008-11-08T15:00:00.000Z"
2786,216,7,2138,"Hamlet","2008-11-08T15:00:00.000Z"
5377,104,9,2138,"David Byrne","2008-11-08T14:00:00.000Z"
5622,129,9,2138,"Chris Botti","2008-11-08T15:00:00.000Z"
6050,82,9,2138,"Extreme","2008-11-08T14:00:00.000Z"
6258,18,9,2138,"Ani DiFranco","2008-11-08T14:00:00.000Z"
6902,117,9,2138,"Southside Johnny & the Asbury Jukes","2008-11-08T15:00:00.000Z"
7417,106,9,2138,"Lenny Kravitz","2008-11-08T14:00:00.000Z"
2489,227,7,2139,"The Cherry Orchard","2008-11-09T19:00:00.000Z"
3816,11,9,2139,"Keb Mo","2008-11-09T19:00:00.000Z"
4001,89,9,2139,"Sigur Ros","2008-11-09T15:00:00.000Z"
5845,108,9,2139,"Coheed and Cambria","2008-11-09T19:00:00.000Z"
7078,36,9,2139,"Los Lonely Boys","2008-11-09T19:30:00.000Z"
7966,114,9,2139,"Simple Plan","2008-11-09T15:00:00.000Z"
8587,109,9,2139,"Gogol Bordello","2008-11-09T19:00:00.000Z"
407,301,8,2140,"Simon Boccanegra","2008-11-10T14:00:00.000Z"
862,228,6,2140,"A Catered Affair","2008-11-10T19:30:00.000Z"
1448,212,6,2140,"Grease","2008-11-10T15:00:00.000Z"
1493,205,6,2140,"Shrek the Musical","2008-11-10T14:30:00.000Z"
4218,36,9,2140,"Alkaline Trio","2008-11-10T14:00:00.000Z"
7948,2,9,2140,"Calibash","2008-11-10T19:00:00.000Z"
366,308,8,2141,"Eugene Onegin","2008-11-11T20:00:00.000Z"
4049,91,9,2141,"Ted Nugent","2008-11-11T19:30:00.000Z"
4365,124,9,2141,"Gretchen Wilson","2008-11-11T19:00:00.000Z"
5778,23,9,2141,"Michael McDonald","2008-11-11T15:00:00.000Z"
7556,1,9,2141,"Cute Is What We Aim For","2008-11-11T14:00:00.000Z"
515,240,6,2142,"A Catered Affair","2008-11-12T14:00:00.000Z"
1395,212,6,2142,"Jersey Boys","2008-11-12T14:00:00.000Z"
1532,258,6,2142,"Spamalot","2008-11-12T20:00:00.000Z"
1682,260,6,2142,"Phantom of the Opera","2008-11-12T19:00:00.000Z"
1959,248,7,2142,"A Bronx Tale","2008-11-12T19:30:00.000Z"
4265,129,9,2142,"Echo & the Bunnymen","2008-11-12T14:30:00.000Z"
4756,74,9,2142,"Sara Bareilles","2008-11-12T19:00:00.000Z"
6454,65,9,2142,"Boyz II Men","2008-11-12T14:00:00.000Z"
6522,106,9,2142,"Iggy and the Stooges","2008-11-12T14:00:00.000Z"
8054,14,9,2142,"Earth Wind and Fire","2008-11-12T15:00:00.000Z"
1293,201,6,2143,"Dirty Dancing","2008-11-13T15:00:00.000Z"
1625,256,6,2143,"Phantom of the Opera","2008-11-13T19:00:00.000Z"
2105,215,7,2143,"The Caucasian Chalk Circle","2008-11-13T15:00:00.000Z"
3316,206,7,2143,"For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-11-13T19:00:00.000Z"
8672,114,9,2143,"Motorhead","2008-11-13T19:00:00.000Z"
157,302,8,2144,"Die Walkure","2008-11-14T19:30:00.000Z"
953,217,6,2144,"The Lion King","2008-11-14T19:30:00.000Z"
3264,228,7,2144,"Passing Strange","2008-11-14T19:30:00.000Z"
5053,100,9,2144,"Def Leppard","2008-11-14T19:30:00.000Z"
5961,46,9,2144,"New Kids on the Block","2008-11-14T19:30:00.000Z"
6852,120,9,2144,"Maze","2008-11-14T19:30:00.000Z"
7945,21,9,2144,"Susan Tedeschi","2008-11-14T15:00:00.000Z"
411,309,8,2145,"Eugene Onegin","2008-11-15T19:30:00.000Z"
1360,205,6,2146,"Chicago","2008-11-16T15:00:00.000Z"
4667,21,9,2146,"Akon","2008-11-16T19:00:00.000Z"
687,217,6,2147,"Jersey Boys","2008-11-17T14:30:00.000Z"
1627,252,6,2147,"Mystere Cirque du Soleil","2008-11-17T14:30:00.000Z"
2054,245,7,2147,"Waiting for Godot","2008-11-17T14:30:00.000Z"
2518,245,7,2147,"Electra","2008-11-17T14:30:00.000Z"
5867,19,9,2147,"Mogwai","2008-11-17T19:00:00.000Z"
6478,20,9,2147,"Jimmy Eat World","2008-11-17T19:00:00.000Z"
972,242,6,2148,"Dirty Dancing","2008-11-18T20:00:00.000Z"
2407,223,7,2148,"Our Town","2008-11-18T14:30:00.000Z"
1376,235,6,1827,"The King and I","2008-01-01T14:30:00.000Z"
7117,106,9,1827,"Wallflowers","2008-01-01T14:00:00.000Z"
7197,95,9,1827,"Gretchen Wilson","2008-01-01T19:00:00.000Z"
2509,230,7,1828,"Macbeth","2008-01-02T14:00:00.000Z"
4421,115,9,1828,"My Morning Jacket","2008-01-02T14:30:00.000Z"
6842,25,9,1828,"Alkaline Trio","2008-01-02T19:30:00.000Z"
7503,98,9,1828,"Counting Crows and Maroon 5","2008-01-02T19:00:00.000Z"
6475,110,9,1829,"DJ Shadow and Cut Chemist","2008-01-03T15:00:00.000Z"
117,308,8,1830,"Il Trovatore","2008-01-04T19:00:00.000Z"
3035,230,7,1830,"The Caretaker","2008-01-04T14:00:00.000Z"
4394,6,9,1830,"Led Zeppelin","2008-01-04T14:30:00.000Z"
6491,107,9,1830,"Counting Crows","2008-01-04T14:00:00.000Z"
7028,84,9,1830,"Counting Crows and Maroon 5","2008-01-04T14:00:00.000Z"
8526,43,9,1830,"Bob Dylan","2008-01-04T19:30:00.000Z"
2623,247,7,1831,"A Man For All Seasons","2008-01-05T19:30:00.000Z"
5856,119,9,1831,"Lollapalooza","2008-01-05T14:00:00.000Z"
7465,106,9,1831,"Rick Braun","2008-01-05T19:00:00.000Z"
1812,248,7,1832,"A Tale of Two Cities","2008-01-06T20:00:00.000Z"
3850,23,9,1832,"Sara Evans","2008-01-06T20:00:00.000Z"
4915,69,9,1832,"Duran Duran","2008-01-06T19:30:00.000Z"
5751,68,9,1832,"Josh Turner","2008-01-06T19:30:00.000Z"
6648,72,9,1833,"Mariah Carey","2008-01-07T14:00:00.000Z"
7060,95,9,1833,"Billy Joel","2008-01-07T14:00:00.000Z"
7434,62,9,1833,"The Jesus and Mary Chain","2008-01-07T19:00:00.000Z"
17,301,8,1834,"La Gioconda","2008-01-08T19:00:00.000Z"
2589,227,7,1834,"The Caucasian Chalk Circle","2008-01-08T20:00:00.000Z"
3281,222,7,1834,"Avenue Q","2008-01-08T14:00:00.000Z"
5156,64,9,1834,"Oliver Dragojevic","2008-01-08T15:00:00.000Z"
3971,74,9,1835,"Toad The Wet Sprocket","2008-01-09T20:00:00.000Z"
4794,57,9,1835,"Eva Ayllon","2008-01-09T19:30:00.000Z"
6297,30,9,1835,"Vince Gill","2008-01-09T15:00:00.000Z"
7592,13,9,1835,"Billy Idol","2008-01-09T14:00:00.000Z"
7879,6,9,1835,"Burt Bacharach","2008-01-09T19:30:00.000Z"
4648,28,9,1836,"Crue Fest","2008-01-10T14:00:00.000Z"
5338,116,9,1836,"Hall and Oates","2008-01-10T19:00:00.000Z"
6665,125,9,1836,"Sweet Honey in the Rock","2008-01-10T19:00:00.000Z"
2377,206,7,1837,"A Doll's House","2008-01-11T19:00:00.000Z"
6469,93,9,1837,"Trisha Yearwood","2008-01-11T19:00:00.000Z"
7079,127,9,1837,"Tegan and Sara","2008-01-11T14:00:00.000Z"
5896,60,9,1838,"Boston","2008-01-12T14:00:00.000Z"
6746,116,9,1838,"ZZ Top","2008-01-12T19:30:00.000Z"
7235,15,9,1838,"Joe Cocker","2008-01-12T14:00:00.000Z"
2834,212,7,1839,"August: Osage County","2008-01-13T19:30:00.000Z"
2959,235,7,1839,"The Homecoming","2008-01-13T20:00:00.000Z"
5246,76,9,1839,"Killing Joke","2008-01-13T19:00:00.000Z"
7145,66,9,1839,"Cowboy Junkies","2008-01-13T14:00:00.000Z"
7374,98,9,1839,"The Police","2008-01-13T19:00:00.000Z"
7802,67,9,1839,"Joshua Radin","2008-01-13T19:30:00.000Z"
8746,105,9,1839,"David Byrne","2008-01-13T19:00:00.000Z"
1970,214,7,1840,"The Caretaker","2008-01-14T15:00:00.000Z"
2907,209,7,1840,"Look Back in Anger","2008-01-14T19:00:00.000Z"
3339,217,7,1840,"Thurgood","2008-01-14T19:30:00.000Z"
4476,28,9,1840,"Temptations","2008-01-14T19:00:00.000Z"
5966,48,9,1840,"Rick Springfield","2008-01-14T19:00:00.000Z"
6545,53,9,1840,"Trace Adkins","2008-01-14T19:00:00.000Z"
1622,254,6,1841,"Phantom of the Opera","2008-01-15T15:00:00.000Z"
1935,210,7,1841,"Uncle Vanya","2008-01-15T14:30:00.000Z"
7149,2,9,1841,"Fiction Plane","2008-01-15T19:00:00.000Z"
1268,245,6,1842,"Gypsy","2008-01-16T15:00:00.000Z"
6881,14,9,1842,"Justin Timberlake","2008-01-16T15:00:00.000Z"
7151,43,9,1842,"Tina Turner","2008-01-16T19:00:00.000Z"
8007,27,9,1842,"Boyz II Men","2008-01-16T19:00:00.000Z"
854,207,6,1843,"Billy Elliot the Musical","2008-01-17T14:30:00.000Z"
1188,201,6,1843,"Gypsy","2008-01-17T19:00:00.000Z"
5112,80,9,1843,"Michael Buble","2008-01-17T19:30:00.000Z"
405,301,8,1844,"La Damnation de Faust","2008-01-18T14:00:00.000Z"
422,303,8,1844,"Don Giovanni","2008-01-18T14:30:00.000Z"
2258,217,7,1844,"Look Back in Anger","2008-01-18T15:00:00.000Z"
2491,222,7,1844,"The Country Girl","2008-01-18T20:00:00.000Z"
3102,200,7,1844,"Miss Julie","2008-01-18T20:00:00.000Z"
4248,119,9,1844,"Godsmack","2008-01-18T19:30:00.000Z"
6699,3,9,1844,"Gogol Bordello","2008-01-18T19:30:00.000Z"
5767,121,9,1845,"Erykah Badu","2008-01-19T14:00:00.000Z"
6753,14,9,1845,"Country Thunder USA","2008-01-19T19:00:00.000Z"
8106,91,9,1845,"Bob Dylan","2008-01-19T19:00:00.000Z"
8450,54,9,1845,"The Jesus and Mary Chain","2008-01-19T19:30:00.000Z"
206,308,8,1846,"Thais","2008-01-20T15:00:00.000Z"
3509,220,7,1846,"The Homecoming","2008-01-20T14:30:00.000Z"
5644,119,9,1846,"Hippiefest","2008-01-20T19:30:00.000Z"
5924,73,9,1846,"Toadies","2008-01-20T15:00:00.000Z"
6149,87,9,1846,"3 Doors Down","2008-01-20T19:00:00.000Z"
6160,123,9,1846,"Toadies","2008-01-20T14:00:00.000Z"
6864,58,9,1846,"Matisyahu","2008-01-20T19:00:00.000Z"
1044,202,6,1847,"Fiddler on the Roof","2008-01-21T14:30:00.000Z"
2511,213,7,1847,"November","2008-01-21T20:00:00.000Z"
3168,227,7,1847,"A Man For All Seasons","2008-01-21T14:30:00.000Z"
3969,73,9,1847,"Loretta Lynn","2008-01-21T14:00:00.000Z"
5390,84,9,1847,"The Roots","2008-01-21T15:00:00.000Z"
5529,27,9,1847,"Celtic Thunder","2008-01-21T14:00:00.000Z"
5847,87,9,1847,"El Monstero y Los Masked Avengers","2008-01-21T15:00:00.000Z"
3999,2,9,1848,"Soulfest","2008-01-22T14:30:00.000Z"
4663,19,9,1848,"Marc Anthony","2008-01-22T14:00:00.000Z"
1050,204,6,1849,"Billy Elliot the Musical","2008-01-23T19:00:00.000Z"
6213,43,9,1849,"Cowboy Junkies","2008-01-23T19:00:00.000Z"
945,220,6,1850,"The Phantom of the Opera","2008-01-24T19:00:00.000Z"
2950,237,7,1850,"The Glass Menagerie","2008-01-24T19:00:00.000Z"
7363,110,9,1850,"Bootsy Collins","2008-01-24T14:00:00.000Z"
208,302,8,1851,"Adriana Lecouvreur","2008-01-25T19:30:00.000Z"
3139,226,7,1851,"Hamlet","2008-01-25T14:30:00.000Z"
6269,44,9,1851,"Toby Keith","2008-01-25T14:00:00.000Z"
7928,34,9,1851,"Jonas Brothers","2008-01-25T14:00:00.000Z"
1928,246,7,1853,"Young Frankenstein","2008-01-27T19:30:00.000Z"
3209,240,7,1853,"As You Like It","2008-01-27T19:30:00.000Z"
4378,5,9,1853,"Cafe Tacuba","2008-01-27T19:30:00.000Z"
7065,74,9,1853,"Jamboree in the Hills","2008-01-27T15:00:00.000Z"
7591,83,9,1853,"Robert Cray Band","2008-01-27T15:00:00.000Z"
1745,255,6,1854,"Mamma Mia!","2008-01-28T15:00:00.000Z"
1923,221,7,1854,"Spring Awakening","2008-01-28T19:00:00.000Z"
2668,239,7,1854,"Macbeth","2008-01-28T14:00:00.000Z"
3960,109,9,1854,"Cowboy Junkies","2008-01-28T15:00:00.000Z"
7909,2,9,1854,"Dwight Yoakam","2008-01-28T15:00:00.000Z"
3502,237,7,1855,"Romeo and Juliet","2008-01-29T14:00:00.000Z"
5300,45,9,1855,"Bow Wow","2008-01-29T19:00:00.000Z"
6182,44,9,1855,"Chaka Khan","2008-01-29T15:00:00.000Z"
7258,23,9,1855,"Willie Nelson","2008-01-29T14:00:00.000Z"
2360,238,7,1856,"Macbeth","2008-01-30T19:30:00.000Z"
5975,28,9,1856,"Missy Higgins","2008-01-30T14:00:00.000Z"
8737,84,9,1856,"Soulfest","2008-01-30T19:30:00.000Z"
2864,218,7,1857,"King Lear","2008-01-31T14:30:00.000Z"
6773,42,9,1857,"Monsters of Rock","2008-01-31T19:30:00.000Z"
603,247,6,1858,"Gypsy","2008-02-01T14:30:00.000Z"
1221,203,6,1858,"Seven Brides for Seven Brothers","2008-02-01T14:30:00.000Z"
1281,220,6,1858,"Mamma Mia!","2008-02-01T14:00:00.000Z"
4515,121,9,1858,"Extreme","2008-02-01T19:30:00.000Z"
4525,95,9,1858,"Eric Clapton","2008-02-01T20:00:00.000Z"
5152,16,9,1858,"My Bloody Valentine","2008-02-01T19:00:00.000Z"
3474,212,7,1859,"For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-02-02T19:30:00.000Z"
566,245,6,1860,"Les Miserables","2008-02-03T15:00:00.000Z"
2106,222,7,1860,"Look Back in Anger","2008-02-03T19:30:00.000Z"
2505,209,7,1860,"The Glass Menagerie","2008-02-03T14:00:00.000Z"
6241,2,9,1860,"Isaac Hayes","2008-02-03T19:30:00.000Z"
7923,104,9,1860,"Scorpions","2008-02-03T15:00:00.000Z"
8064,8,9,1860,"Sammy Hagar","2008-02-03T19:00:00.000Z"
1068,207,6,1861,"A Catered Affair","2008-02-04T19:00:00.000Z"
1491,218,6,1861,"Mary Poppins","2008-02-04T14:30:00.000Z"
1584,259,6,1861,"O - Cirque du Soleil","2008-02-04T19:30:00.000Z"
2683,236,7,1861,"A Bronx Tale","2008-02-04T19:30:00.000Z"
5580,94,9,1861,"Dolly Parton","2008-02-04T19:30:00.000Z"
2652,210,7,1862,"Young Frankenstein","2008-02-05T20:00:00.000Z"
3068,246,7,1862,"Electra","2008-02-05T14:00:00.000Z"
6159,51,9,1862,"Tailgate 2008","2008-02-05T15:00:00.000Z"
7272,91,9,1862,"Lyle Lovett","2008-02-05T19:00:00.000Z"
3065,212,7,1863,"November","2008-02-06T14:30:00.000Z"
5456,51,9,1863,"Radiohead","2008-02-06T15:00:00.000Z"
5798,28,9,1863,"Buckcherry","2008-02-06T14:00:00.000Z"
7476,129,9,1863,"John Mayer","2008-02-06T15:00:00.000Z"
287,302,8,1864,"Rusalka","2008-02-07T19:30:00.000Z"
2774,243,7,1864,"Uncle Vanya","2008-02-07T15:00:00.000Z"
3620,232,7,1864,"The Seafarer","2008-02-07T19:00:00.000Z"
3812,107,9,1864,"Kansas","2008-02-07T19:00:00.000Z"
6420,1,9,1864,"Greg Kihn Band","2008-02-07T19:00:00.000Z"
6716,5,9,1864,"Alan Jackson","2008-02-07T15:00:00.000Z"
8095,77,9,1864,"Wyclef Jean","2008-02-07T19:30:00.000Z"
8449,43,9,1864,"Gordon Lightfoot","2008-02-07T19:30:00.000Z"
1851,249,7,1865,"Rhinoceros","2008-02-08T15:00:00.000Z"
2421,240,7,1865,"Macbeth","2008-02-08T15:00:00.000Z"
4155,104,9,1865,"Gavin DeGraw","2008-02-08T15:00:00.000Z"
4344,126,9,1865,"Aretha Franklin","2008-02-08T14:00:00.000Z"
6625,1,9,1865,"Carrie Underwood","2008-02-08T19:30:00.000Z"
1724,257,6,1866,"Spamalot","2008-02-09T14:30:00.000Z"
6332,40,9,1866,"War","2008-02-09T14:00:00.000Z"
8390,75,9,1866,"Trace Adkins","2008-02-09T19:30:00.000Z"
470,303,8,1867,"La Gioconda","2008-02-10T20:00:00.000Z"
1805,248,7,1867,"As You Like It","2008-02-10T14:30:00.000Z"
6719,56,9,1867,"Vampire Weekend","2008-02-10T15:00:00.000Z"
7939,92,9,1867,"Country Thunder USA","2008-02-10T14:00:00.000Z"
2676,206,7,1868,"November","2008-02-11T19:30:00.000Z"
6804,44,9,1868,"Projekt Revolution","2008-02-11T14:00:00.000Z"
7987,108,9,1869,"Ween","2008-02-12T19:00:00.000Z"
8019,37,9,1869,"Hootie and the Blowfish","2008-02-12T19:30:00.000Z"
2432,227,7,1870,"Cirque du Soleil","2008-02-13T19:30:00.000Z"
4382,32,9,1870,"Dj Tiesto","2008-02-13T19:30:00.000Z"
5598,79,9,1870,"Tower of Power","2008-02-13T15:00:00.000Z"
935,228,6,1871,"Curtains","2008-02-14T15:00:00.000Z"
4881,12,9,1871,"Dave Stewart","2008-02-14T15:00:00.000Z"
4185,103,9,1872,"Smokey Robinson","2008-02-15T19:00:00.000Z"
7759,82,9,1872,"Chaka Khan","2008-02-15T19:00:00.000Z"
7903,90,9,1872,"Little Big Town","2008-02-15T19:30:00.000Z"
750,235,6,1873,"Les Miserables","2008-02-16T20:00:00.000Z"
2192,205,7,1873,"Rock 'n' Roll","2008-02-16T19:30:00.000Z"
3919,51,9,1873,"Stray Cats","2008-02-16T20:00:00.000Z"
6386,84,9,1873,"Journey","2008-02-16T19:00:00.000Z"
2205,249,7,1874,"Spring Awakening","2008-02-17T15:00:00.000Z"
2498,220,7,1874,"All My Sons","2008-02-17T19:30:00.000Z"
3709,214,7,1874,"Thurgood","2008-02-17T15:00:00.000Z"
5108,71,9,1874,"Bon Jovi","2008-02-17T19:00:00.000Z"
6482,89,9,1874,"Goo Goo Dolls","2008-02-17T19:30:00.000Z"
8547,114,9,1874,"Dropkick Murphys","2008-02-17T19:30:00.000Z"
4389,22,9,1875,"Celine Dion","2008-02-18T14:30:00.000Z"
5193,77,9,1875,"John Mellencamp","2008-02-18T19:00:00.000Z"
6311,28,9,1875,"Chromeo","2008-02-18T14:00:00.000Z"
4225,19,9,1876,"Zombies","2008-02-19T15:00:00.000Z"
5462,43,9,1876,"Nas","2008-02-19T19:30:00.000Z"
7266,3,9,1876,"Rusted Root","2008-02-19T19:30:00.000Z"
1476,239,6,1877,"Oliver!","2008-02-20T14:00:00.000Z"
2156,215,7,1877,"To Be or Not To Be","2008-02-20T19:30:00.000Z"
