"salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
148717,172272,5622,10555,1937,1854,1,35,5.25,"2008-01-28T07:30:51.000"
164641,220521,27515,12897,4869,1854,4,4676,701.4,"2008-01-28T01:34:34.000"
151401,175277,26073,13427,5774,1854,1,140,21,"2008-01-28T01:16:55.000"
164642,220521,27515,13035,4869,1854,2,2338,350.7,"2008-01-28T01:34:47.000"
152289,176232,39869,5362,939,1854,1,149,22.35,"2008-01-28T06:45:37.000"
166305,223690,42873,8070,4183,1854,2,4342,651.3,"2008-01-28T09:14:23.000"
154252,178581,33623,20467,2751,1854,1,406,60.9,"2008-01-28T07:34:12.000"
167014,225076,17251,17699,4389,1854,2,1792,268.8,"2008-01-28T10:36:24.000"
159565,211049,12628,6831,3098,1854,1,1815,272.25,"2008-01-28T12:25:24.000"
167377,225796,20830,2019,2524,1854,1,2080,312,"2008-01-28T05:10:23.000"
161273,214260,32244,9368,7676,1854,1,1892,283.8,"2008-01-28T09:01:29.000"
170611,231999,4218,7252,6863,1854,1,1548,232.2,"2008-01-28T01:18:23.000"
162067,215789,913,2011,6604,1854,2,4682,702.3,"2008-01-28T12:40:44.000"
3901,4201,3632,3336,8095,1854,3,192,28.8,"2008-01-28T11:15:35.000"
163378,218172,7117,4396,1670,1854,1,398,59.7,"2008-01-28T02:04:43.000"
5588,6041,24780,20897,6108,1854,2,194,29.1,"2008-01-28T01:10:20.000"
163499,218401,43194,8258,4029,1854,1,1752,262.8,"2008-01-28T04:10:30.000"
6637,7220,6128,17012,2533,1854,1,223,33.45,"2008-01-28T01:06:07.000"
166929,224910,10250,6137,8503,1854,2,2826,423.9,"2008-01-28T08:59:37.000"
6830,7415,33694,2265,8250,1854,3,729,109.35,"2008-01-28T07:36:28.000"
167186,225432,6561,11564,4224,1854,1,888,133.2,"2008-01-28T01:44:16.000"
7617,8241,49939,3178,5169,1854,2,236,35.4,"2008-01-28T08:01:29.000"
170678,232132,4061,15288,2819,1854,2,4182,627.3,"2008-01-28T01:20:44.000"
8257,8878,48559,4046,1254,1854,4,464,69.6,"2008-01-28T03:32:02.000"
9743,10570,48912,6211,8703,1854,1,126,18.9,"2008-01-28T06:52:56.000"
10833,11773,20025,6932,2241,1854,1,48,7.2,"2008-01-28T10:12:12.000"
11466,12413,29531,20491,115,1854,2,100,15,"2008-01-28T02:33:26.000"
16040,17325,2388,8650,5957,1854,1,135,20.25,"2008-01-28T08:11:03.000"
18087,19590,12609,5821,5980,1854,3,60,9,"2008-01-28T01:19:20.000"
19205,20779,6817,1140,5304,1854,2,354,53.1,"2008-01-28T10:30:31.000"
19584,21217,8986,14192,4221,1854,3,258,38.7,"2008-01-28T05:58:54.000"
22434,24333,2068,1154,3160,1854,2,426,63.9,"2008-01-28T11:13:07.000"
30996,34130,5912,5949,5784,1854,2,652,97.8,"2008-01-28T05:52:15.000"
32090,35468,25877,12979,2683,1854,4,280,42,"2008-01-28T02:27:52.000"
32748,36186,9016,8420,1865,1854,2,128,19.2,"2008-01-28T03:02:41.000"
32835,36276,4621,2045,8479,1854,3,789,118.35,"2008-01-28T04:45:18.000"
33537,37071,38244,2669,7981,1854,3,330,49.5,"2008-01-28T06:01:21.000"
34439,38130,9112,15070,2326,1854,1,330,49.5,"2008-01-28T09:59:47.000"
35284,39166,48950,9004,7676,1854,1,334,50.1,"2008-01-28T02:25:00.000"
39414,43992,48188,12495,2160,1854,2,324,48.6,"2008-01-28T12:41:18.000"
40117,44810,42793,6801,6863,1854,2,280,42,"2008-01-28T02:09:21.000"
40709,45531,7386,10884,3759,1854,2,628,94.2,"2008-01-28T01:08:09.000"
44749,50345,47430,12728,8702,1854,1,243,36.45,"2008-01-28T03:56:54.000"
49860,56306,24943,13768,1113,1854,4,452,67.8,"2008-01-28T07:29:48.000"
57330,64844,42831,10845,7719,1854,4,1600,240,"2008-01-28T01:13:55.000"
62865,71275,41248,19608,2563,1854,2,650,97.5,"2008-01-28T04:44:51.000"
63635,72104,30617,5289,3065,1854,2,404,60.6,"2008-01-28T05:12:13.000"
64599,73220,30491,2019,3062,1854,1,415,62.25,"2008-01-28T05:49:11.000"
67310,76425,43608,13836,6334,1854,4,1572,235.8,"2008-01-28T07:31:30.000"
68084,77322,1009,11592,6774,1854,3,1488,223.2,"2008-01-28T08:00:46.000"
68850,78268,28320,4435,2325,1854,2,936,140.4,"2008-01-28T08:28:14.000"
75304,85989,5930,10030,1976,1854,4,696,104.4,"2008-01-28T12:29:03.000"
76637,87549,36489,18756,1476,1854,4,144,21.6,"2008-01-28T09:25:50.000"
77488,88475,7062,17087,4938,1854,3,261,39.15,"2008-01-28T02:04:06.000"
81051,92456,15164,11004,338,1854,2,404,60.6,"2008-01-28T10:15:24.000"
83596,95335,45848,4681,3535,1854,3,936,140.4,"2008-01-28T12:02:15.000"
85250,97314,33827,20539,159,1854,2,640,96,"2008-01-28T09:31:26.000"
89217,101889,11179,14450,6513,1854,2,766,114.9,"2008-01-28T01:32:17.000"
91713,104643,8662,8905,2237,1854,1,198,29.7,"2008-01-28T01:09:09.000"
94096,107458,10028,3943,563,1854,1,180,27,"2008-01-28T10:38:28.000"
97288,111071,17987,19457,5743,1854,1,284,42.6,"2008-01-28T04:46:51.000"
99573,113812,36182,6384,1049,1854,1,369,55.35,"2008-01-28T05:05:01.000"
99694,113956,47533,9135,6189,1854,1,480,72,"2008-01-28T07:28:06.000"
100739,115212,12782,21963,6544,1854,1,226,33.9,"2008-01-28T08:16:14.000"
103906,118856,27304,10677,5016,1854,4,392,58.8,"2008-01-28T04:35:35.000"
121327,138904,16090,12190,8221,1854,4,904,135.6,"2008-01-28T12:41:40.000"
127100,145592,34609,22936,1905,1854,4,468,70.2,"2008-01-28T10:25:41.000"
128168,146912,30797,13862,3798,1854,2,710,106.5,"2008-01-28T10:26:14.000"
128181,146925,38346,10550,5658,1854,4,1320,198,"2008-01-28T10:38:23.000"
128760,147597,10829,9132,6826,1854,2,862,129.3,"2008-01-28T10:53:47.000"
131237,151538,35918,17191,3466,1854,2,390,58.5,"2008-01-28T01:02:05.000"
138458,159947,29517,2435,8021,1854,2,934,140.1,"2008-01-28T04:20:25.000"
142116,164400,6182,17890,1864,1854,4,1164,174.6,"2008-01-28T03:15:35.000"
144485,167274,23737,11116,3025,1854,3,555,83.25,"2008-01-28T12:07:08.000"
151969,175890,8019,4547,7939,1854,4,760,114,"2008-01-28T12:21:21.000"
152239,176180,49803,15485,5854,1854,1,179,26.85,"2008-01-28T05:46:42.000"
152655,176643,2313,21686,398,1854,4,484,72.6,"2008-01-28T02:01:37.000"
157876,207255,46838,1554,2846,1854,1,1427,214.05,"2008-01-28T03:17:57.000"
159192,209874,10625,6206,5913,1854,4,5172,775.8,"2008-01-28T04:36:40.000"
161043,213794,46468,14597,2652,1854,2,2786,417.9,"2008-01-28T04:52:43.000"
161928,215510,4740,3493,576,1854,2,2260,339,"2008-01-28T10:09:44.000"
165080,221330,47198,21046,3874,1854,2,1898,284.7,"2008-01-28T09:43:07.000"
165461,222084,26199,17589,7469,1854,2,2082,312.3,"2008-01-28T05:03:14.000"
167528,226118,35836,1931,2861,1854,2,1596,239.4,"2008-01-28T08:13:04.000"
569,576,43103,8481,2221,1855,1,24,3.6,"2008-01-29T02:56:33.000"
16131,17434,28203,12246,6405,1855,2,298,44.7,"2008-01-29T10:10:52.000"
4973,5324,12898,12713,8614,1855,2,168,25.2,"2008-01-29T04:06:46.000"
18996,20575,23422,11984,3538,1855,1,188,28.2,"2008-01-29T06:33:58.000"
7333,7930,9710,5674,4894,1855,2,274,41.1,"2008-01-29T11:35:12.000"
20574,22335,5885,14392,7398,1855,1,219,32.85,"2008-01-29T12:09:01.000"
7584,8214,5839,2289,8113,1855,4,512,76.8,"2008-01-29T07:13:41.000"
22672,24626,26015,4625,4499,1855,2,144,21.6,"2008-01-29T03:10:10.000"
7651,8278,11040,7494,1584,1855,4,504,75.6,"2008-01-29T09:04:46.000"
27300,29764,42682,4473,714,1855,2,202,30.3,"2008-01-29T07:39:17.000"
8376,9006,475,14607,7925,1855,1,120,18,"2008-01-29T06:28:11.000"
31985,35334,23917,16920,2614,1855,1,50,7.5,"2008-01-29T12:40:53.000"
11251,12185,38500,4935,4389,1855,4,88,13.2,"2008-01-29T09:18:06.000"
33828,37418,38631,7818,4776,1855,1,324,48.6,"2008-01-29T10:58:58.000"
17609,19118,5226,5821,691,1855,3,387,58.05,"2008-01-29T03:50:27.000"
34189,37804,5593,18076,3380,1855,1,279,41.85,"2008-01-29T05:12:24.000"
20404,22118,33805,12789,8282,1855,1,129,19.35,"2008-01-29T09:11:21.000"
35661,39622,23381,919,7704,1855,1,125,18.75,"2008-01-29T09:57:36.000"
22933,24941,19347,48,1015,1855,1,186,27.9,"2008-01-29T08:12:52.000"
41437,46422,49955,22536,8534,1855,4,568,85.2,"2008-01-29T02:07:32.000"
25768,28197,13520,18613,5431,1855,2,472,70.8,"2008-01-29T02:00:54.000"
41617,46635,47099,2465,6159,1855,4,1064,159.6,"2008-01-29T05:33:36.000"
28169,30722,37815,4343,8075,1855,2,502,75.3,"2008-01-29T12:34:54.000"
43243,48582,49611,12935,7,1855,1,88,13.2,"2008-01-29T11:41:54.000"
30439,33426,13758,7696,7886,1855,1,282,42.3,"2008-01-29T07:20:35.000"
45626,51361,37972,21653,4627,1855,2,662,99.3,"2008-01-29T08:55:52.000"
30752,33828,43678,4413,6808,1855,1,262,39.3,"2008-01-29T01:31:42.000"
47122,53132,39002,9076,7074,1855,2,222,33.3,"2008-01-29T02:34:55.000"
35988,40048,35809,21781,2703,1855,2,52,7.8,"2008-01-29T04:30:54.000"
47623,53739,49730,5548,7517,1855,2,608,91.2,"2008-01-29T11:50:38.000"
39426,44004,32895,10326,5580,1855,4,1376,206.4,"2008-01-29T12:54:15.000"
56772,64153,13817,18945,1843,1855,1,60,9,"2008-01-29T09:09:51.000"
44748,50344,21534,20197,6405,1855,1,271,40.65,"2008-01-29T03:55:54.000"
57534,65084,38751,13285,1805,1855,1,227,34.05,"2008-01-29T01:22:00.000"
52868,59667,19990,12920,2577,1855,2,134,20.1,"2008-01-29T03:51:48.000"
63513,71974,24682,1766,783,1855,2,106,15.9,"2008-01-29T05:08:00.000"
59311,67136,11656,23628,5465,1855,4,608,91.2,"2008-01-29T02:28:04.000"
63636,72104,30617,6651,3065,1855,3,606,90.9,"2008-01-29T05:12:13.000"
60455,68469,49493,18611,42,1855,2,636,95.4,"2008-01-29T03:11:41.000"
69115,78579,17208,21828,1454,1855,1,95,14.25,"2008-01-29T08:37:10.000"
61067,69169,12819,7732,1118,1855,2,572,85.8,"2008-01-29T03:35:29.000"
69416,78974,19846,21205,3767,1855,4,1940,291,"2008-01-29T08:48:42.000"
65360,74132,46209,7981,3554,1855,1,115,17.25,"2008-01-29T06:17:46.000"
70054,79668,38832,9876,8662,1855,2,930,139.5,"2008-01-29T09:12:44.000"
66484,75427,39894,21329,6116,1855,3,723,108.45,"2008-01-29T07:00:53.000"
71910,81944,49761,10090,3143,1855,1,469,70.35,"2008-01-29T10:21:16.000"
68844,78262,4101,17018,213,1855,1,429,64.35,"2008-01-29T08:28:08.000"
72610,82819,10596,14036,5557,1855,4,1004,150.6,"2008-01-29T10:47:49.000"
70886,80607,2026,7981,853,1855,1,356,53.4,"2008-01-29T09:42:46.000"
72751,82982,8043,4976,2640,1855,1,350,52.5,"2008-01-29T10:53:12.000"
71775,81747,3971,7110,8673,1855,4,1432,214.8,"2008-01-29T10:15:43.000"
73505,83865,26328,1800,7807,1855,4,288,43.2,"2008-01-29T11:20:40.000"
72051,82128,17568,23595,3223,1855,1,168,25.2,"2008-01-29T10:26:55.000"
74083,84552,49636,17243,1628,1855,1,450,67.5,"2008-01-29T11:42:22.000"
80732,92119,14447,5837,3181,1855,1,179,26.85,"2008-01-29T03:34:41.000"
76254,87084,20448,11651,7703,1855,1,349,52.35,"2008-01-29T02:52:38.000"
83268,94906,5416,9969,3534,1855,2,968,145.2,"2008-01-29T05:11:45.000"
76989,87983,38070,18154,1612,1855,2,396,59.4,"2008-01-29T04:10:58.000"
83951,95764,37885,713,7593,1855,1,207,31.05,"2008-01-29T07:06:15.000"
84310,96188,24596,9890,3283,1855,2,956,143.4,"2008-01-29T02:46:03.000"
84879,96864,2894,17466,6598,1855,1,498,74.7,"2008-01-29T02:04:09.000"
86127,98314,2798,13779,2978,1855,4,1408,211.2,"2008-01-29T03:18:04.000"
87250,99633,16717,22484,4499,1855,2,174,26.1,"2008-01-29T12:18:54.000"
87905,100385,11666,16152,7094,1855,2,284,42.6,"2008-01-29T12:34:40.000"
94860,108285,17747,15652,1267,1855,1,194,29.1,"2008-01-29T01:37:00.000"
88407,100968,35401,8401,761,1855,4,868,130.2,"2008-01-29T10:09:51.000"
97479,111320,27014,8573,923,1855,1,175,26.25,"2008-01-29T08:39:53.000"
89311,101976,12019,12683,3993,1855,2,926,138.9,"2008-01-29T03:07:24.000"
103010,117819,17381,10820,24,1855,1,208,31.2,"2008-01-29T05:30:08.000"
91668,104598,20735,4049,1797,1855,2,132,19.8,"2008-01-29T12:16:45.000"
105251,120439,31201,2469,4490,1855,1,149,22.35,"2008-01-29T07:25:44.000"
92257,105294,19773,1431,2481,1855,1,115,17.25,"2008-01-29T11:10:50.000"
119999,137390,32261,9458,6131,1855,2,100,15,"2008-01-29T07:40:50.000"
92665,105777,26770,12345,5414,1855,2,210,31.5,"2008-01-29T06:41:36.000"
124410,142456,20269,3880,5580,1855,4,1328,199.2,"2008-01-29T09:03:45.000"
92829,105961,21878,13581,3232,1855,4,1212,181.8,"2008-01-29T10:29:53.000"
128472,147273,25956,23453,6513,1855,2,508,76.2,"2008-01-29T05:02:23.000"
97837,111757,43320,17997,868,1855,2,482,72.3,"2008-01-29T03:59:14.000"
130582,149719,25662,14988,4475,1855,4,1616,242.4,"2008-01-29T12:46:16.000"
99572,113812,36182,7149,1049,1855,2,738,110.7,"2008-01-29T05:04:12.000"
130885,150081,29275,16304,7673,1855,4,296,44.4,"2008-01-29T06:11:01.000"
104123,119104,6604,1499,1924,1855,1,347,52.05,"2008-01-29T10:31:21.000"
130886,150081,29275,16325,7673,1855,1,74,11.1,"2008-01-29T06:13:02.000"
105807,121092,21418,13561,4584,1855,4,1944,291.6,"2008-01-29T11:09:29.000"
132854,153447,5790,16239,7373,1855,2,272,40.8,"2008-01-29T07:46:23.000"
107122,122562,30833,12056,5784,1855,2,538,80.7,"2008-01-29T03:49:47.000"
135282,156300,38334,18157,6815,1855,1,90,13.5,"2008-01-29T05:10:53.000"
109145,124980,47389,4603,1863,1855,2,990,148.5,"2008-01-29T07:32:26.000"
137856,159245,11527,9623,7786,1855,1,276,41.4,"2008-01-29T04:56:30.000"
109979,125945,5623,5765,7165,1855,2,976,146.4,"2008-01-29T08:44:44.000"
145685,168692,10364,14767,6717,1855,4,544,81.6,"2008-01-29T10:49:16.000"
110220,126233,27839,18232,4732,1855,4,1044,156.6,"2008-01-29T08:31:54.000"
147291,170561,15275,19979,2618,1855,2,992,148.8,"2008-01-29T04:07:11.000"
110619,126701,25351,2554,8718,1855,2,762,114.3,"2008-01-29T03:11:09.000"
149960,173594,42690,5559,960,1855,2,602,90.3,"2008-01-29T08:50:36.000"
110749,126876,23597,6329,3065,1855,1,352,52.8,"2008-01-29T09:13:34.000"
150056,173689,16170,15844,181,1855,2,460,69,"2008-01-29T11:07:09.000"
111239,127407,43385,15478,1104,1855,3,744,111.6,"2008-01-29T03:32:36.000"
150316,173969,48680,23608,8762,1855,1,344,51.6,"2008-01-29T03:51:46.000"
120817,138294,18459,17729,4436,1855,4,1488,223.2,"2008-01-29T09:04:46.000"
150400,174077,4030,4595,2343,1855,2,676,101.4,"2008-01-29T05:28:14.000"
121020,138519,25432,11806,7580,1855,3,954,143.1,"2008-01-29T03:19:29.000"
151416,175306,36781,7166,7673,1855,1,60,9,"2008-01-29T01:43:27.000"
121695,139324,25636,2847,4567,1855,1,347,52.05,"2008-01-29T10:38:32.000"
159095,209698,20574,6162,7752,1855,1,446,66.9,"2008-01-29T02:40:55.000"
122917,140710,23506,19914,4499,1855,4,1508,226.2,"2008-01-29T07:03:50.000"
160183,212175,34182,3339,6341,1855,1,2403,360.45,"2008-01-29T12:37:41.000"
123113,140956,41420,14423,6151,1855,2,464,69.6,"2008-01-29T11:25:29.000"
163857,219063,23226,20658,6975,1855,2,3796,569.4,"2008-01-29T10:30:11.000"
125733,143947,18313,20161,8340,1855,3,159,23.85,"2008-01-29T04:18:44.000"
166324,223732,43847,75,8075,1855,2,738,110.7,"2008-01-29T09:36:26.000"
126045,144314,39801,12862,2217,1855,2,162,24.3,"2008-01-29T11:04:45.000"
2991,3191,38488,17025,3497,1855,2,318,47.7,"2008-01-29T08:35:03.000"
127026,145501,49313,10206,265,1855,2,614,92.1,"2008-01-29T08:55:33.000"
4519,4863,3143,10533,8614,1855,1,224,33.6,"2008-01-29T11:25:19.000"
128752,147589,49981,11334,2761,1855,1,369,55.35,"2008-01-29T10:47:46.000"
6705,7297,2945,10474,2474,1855,2,344,51.6,"2008-01-29T03:26:36.000"
129187,148117,42239,7699,6163,1855,3,708,106.2,"2008-01-29T07:47:06.000"
9138,9876,21944,19577,1670,1855,4,704,105.6,"2008-01-29T03:11:52.000"
130778,149963,3087,4128,6772,1855,2,210,31.5,"2008-01-29T03:52:04.000"
12057,13034,35408,2163,2693,1855,4,280,42,"2008-01-29T04:16:44.000"
130870,150069,31373,21548,7319,1855,2,336,50.4,"2008-01-29T05:42:19.000"
13441,14539,49827,22091,6419,1855,2,354,53.1,"2008-01-29T11:50:11.000"
131511,151870,14815,7532,8582,1855,1,187,28.05,"2008-01-29T05:58:11.000"
14358,15531,14270,11645,4888,1855,1,189,28.35,"2008-01-29T07:57:25.000"
131874,152299,6119,6379,6631,1855,3,279,41.85,"2008-01-29T01:10:08.000"
14359,15531,14270,11180,4888,1855,2,378,56.7,"2008-01-29T07:57:35.000"
134013,154859,36859,177,8260,1855,2,208,31.2,"2008-01-29T05:07:33.000"
19596,21238,699,13116,934,1855,1,66,9.9,"2008-01-29T06:12:30.000"
136878,158104,21052,8861,2171,1855,1,225,33.75,"2008-01-29T10:29:42.000"
24533,26870,26451,13300,5456,1855,1,148,22.2,"2008-01-29T02:01:30.000"
148016,171402,33996,7497,2390,1855,1,465,69.75,"2008-01-29T06:05:29.000"
27295,29759,4020,1151,633,1855,1,62,9.3,"2008-01-29T07:32:06.000"
148693,172247,39154,6921,566,1855,3,990,148.5,"2008-01-29T07:12:03.000"
28259,30829,18598,20016,3283,1855,4,1372,205.8,"2008-01-29T02:13:05.000"
151461,175345,48496,13238,6420,1855,2,592,88.8,"2008-01-29T02:25:58.000"
30746,33823,47514,18825,3074,1855,1,128,19.2,"2008-01-29T01:27:03.000"
151519,175420,7960,22380,184,1855,1,223,33.45,"2008-01-29T03:37:26.000"
30985,34117,24686,11504,3821,1855,2,654,98.1,"2008-01-29T05:36:29.000"
151735,175631,14592,17954,274,1855,1,327,49.05,"2008-01-29T07:29:17.000"
37303,41549,11266,1971,6734,1855,3,744,111.6,"2008-01-29T06:39:03.000"
155074,179509,49768,11685,1513,1855,1,181,27.15,"2008-01-29T10:56:47.000"
37999,42342,8788,8783,2088,1855,1,46,6.9,"2008-01-29T08:11:41.000"
155075,179509,49768,12241,1513,1855,2,362,54.3,"2008-01-29T10:57:29.000"
48007,54224,28929,19476,6045,1855,1,54,8.1,"2008-01-29T07:21:55.000"
156536,181217,33794,11668,3709,1855,3,1023,153.45,"2008-01-29T02:09:14.000"
48295,54589,6237,16845,1221,1855,1,209,31.35,"2008-01-29T12:55:32.000"
159194,209880,34397,8951,3698,1855,1,1870,280.5,"2008-01-29T04:37:54.000"
51269,57817,30367,1041,2470,1855,2,82,12.3,"2008-01-29T09:38:10.000"
159445,210831,11087,10811,6653,1855,2,2402,360.3,"2008-01-29T09:49:42.000"
52957,59765,46900,9995,3884,1855,4,184,27.6,"2008-01-29T05:31:42.000"
159632,211164,40518,11437,6405,1855,3,1752,262.8,"2008-01-29T01:55:07.000"
56452,63753,14497,23862,2045,1855,2,278,41.7,"2008-01-29T02:46:32.000"
160208,212230,26744,11522,2742,1855,2,2276,341.4,"2008-01-29T01:03:52.000"
63623,72092,11908,22234,307,1855,2,812,121.8,"2008-01-29T05:11:50.000"
162939,217381,22820,7708,777,1855,2,1582,237.3,"2008-01-29T05:43:36.000"
64007,72524,25622,2693,6086,1855,2,818,122.7,"2008-01-29T05:26:37.000"
168072,227100,35040,896,2640,1855,1,1811,271.65,"2008-01-29T07:05:02.000"
65236,73987,28543,17432,2143,1855,4,936,140.4,"2008-01-29T06:13:01.000"
169606,230016,48599,20576,8268,1855,4,8112,1216.8,"2008-01-29T02:31:52.000"
68526,77885,33728,9228,115,1855,4,288,43.2,"2008-01-29T08:16:12.000"
171070,232880,30747,15547,942,1855,2,3378,506.7,"2008-01-29T01:35:38.000"
68888,78316,19796,3631,8279,1855,1,287,43.05,"2008-01-29T08:29:21.000"
171998,234621,11043,5339,3468,1855,1,2213,331.95,"2008-01-29T02:10:30.000"
68936,78368,24272,16352,926,1855,4,1496,224.4,"2008-01-29T08:30:49.000"
70524,80205,7181,20795,4113,1855,2,948,142.2,"2008-01-29T09:30:21.000"
71663,81613,24913,4942,3163,1855,2,696,104.4,"2008-01-29T10:11:41.000"
80506,91927,32305,1814,743,1855,1,236,35.4,"2008-01-29T11:14:08.000"
82796,94385,29325,9414,8064,1855,3,720,108,"2008-01-29T08:26:15.000"
83304,94958,17219,7791,4973,1855,1,387,58.05,"2008-01-29T06:03:23.000"
83435,95144,30902,14618,4689,1855,1,37,5.55,"2008-01-29T08:36:53.000"
86299,98519,22477,3907,5957,1855,1,236,35.4,"2008-01-29T06:35:09.000"
88009,100515,43679,13475,3560,1855,4,804,120.6,"2008-01-29T02:48:08.000"
90357,103158,27158,19266,2609,1855,2,112,16.8,"2008-01-29T10:58:56.000"
90571,103396,25563,9315,5997,1855,2,520,78,"2008-01-29T03:40:40.000"
96737,110424,20554,14394,1162,1855,2,838,125.7,"2008-01-29T05:08:37.000"
99100,113281,19244,5757,4183,1855,2,988,148.2,"2008-01-29T06:32:28.000"
101104,115625,4974,2062,6604,1855,4,200,30,"2008-01-29T05:23:11.000"
103905,118854,8564,7539,7692,1855,4,272,40.8,"2008-01-29T04:34:54.000"
109182,125029,38132,21062,2088,1855,4,440,66,"2008-01-29T09:18:27.000"
118391,135609,15118,883,1309,1855,1,191,28.65,"2008-01-29T12:38:01.000"
121599,139202,29625,8929,4689,1855,2,68,10.2,"2008-01-29T07:59:20.000"
124469,142529,25290,7524,51,1855,4,396,59.4,"2008-01-29T10:31:03.000"
127394,145944,30606,8138,920,1855,2,98,14.7,"2008-01-29T04:49:12.000"
128538,147331,40534,15634,868,1855,1,224,33.6,"2008-01-29T06:09:41.000"
131140,150410,49399,15418,3184,1855,2,770,115.5,"2008-01-29T11:22:43.000"
132065,152501,9204,5611,4278,1855,1,480,72,"2008-01-29T05:04:12.000"
132195,152664,32889,20622,7462,1855,2,570,85.5,"2008-01-29T07:07:14.000"
136567,157726,43997,7190,76,1855,2,688,103.2,"2008-01-29T04:53:47.000"
137075,158326,29796,6244,3031,1855,1,178,26.7,"2008-01-29T01:57:24.000"
146284,169390,5250,20,1384,1855,1,378,56.7,"2008-01-29T10:06:28.000"
148430,171918,33817,2183,3996,1855,2,718,107.7,"2008-01-29T02:01:38.000"
150727,174446,15746,7416,356,1855,2,740,111,"2008-01-29T11:37:33.000"
152608,176578,20871,7828,159,1855,2,314,47.1,"2008-01-29T01:16:41.000"
156624,181325,41706,22474,1989,1855,2,460,69,"2008-01-29T04:02:48.000"
159208,209921,39933,7850,2559,1855,1,2299,344.85,"2008-01-29T04:50:37.000"
161009,213725,28515,4839,6680,1855,2,2982,447.3,"2008-01-29T04:16:04.000"
162304,216248,24966,18432,3135,1855,1,1014,152.1,"2008-01-29T05:14:07.000"
166172,223445,42863,18351,6517,1855,2,1100,165,"2008-01-29T06:36:28.000"
169395,229597,30431,11614,3523,1855,4,7728,1159.2,"2008-01-29T10:44:12.000"
2267,2442,32939,9338,4577,1856,2,116,17.4,"2008-01-30T08:54:36.000"
3026,3223,20932,2956,8296,1856,2,104,15.6,"2008-01-30T10:08:50.000"
2811,3006,27639,17450,8186,1856,3,630,94.5,"2008-01-30T12:19:08.000"
4258,4590,21257,17146,3188,1856,4,400,60,"2008-01-30T01:56:04.000"
3074,3291,14534,20539,1491,1856,4,328,49.2,"2008-01-30T01:17:08.000"
7248,7843,3097,14119,2709,1856,3,117,17.55,"2008-01-30T08:52:34.000"
3959,4268,26872,12301,8222,1856,1,165,24.75,"2008-01-30T01:26:57.000"
13194,14255,49343,5421,7024,1856,2,256,38.4,"2008-01-30T06:05:29.000"
10458,11393,39543,24759,7430,1856,1,164,24.6,"2008-01-30T12:28:53.000"
14768,15961,26887,2432,95,1856,1,196,29.4,"2008-01-30T04:51:24.000"
13860,15000,40774,12999,6373,1856,1,89,13.35,"2008-01-30T08:55:33.000"
15535,16810,20350,2952,3163,1856,1,76,11.4,"2008-01-30T09:33:59.000"
14610,15795,17733,16056,3283,1856,2,336,50.4,"2008-01-30T01:34:37.000"
16315,17650,15868,3042,5688,1856,1,177,26.55,"2008-01-30T02:07:36.000"
15467,16730,16008,11971,2640,1856,2,242,36.3,"2008-01-30T08:12:46.000"
18138,19638,29296,4668,6627,1856,1,95,14.25,"2008-01-30T02:08:38.000"
16928,18296,44405,3749,363,1856,2,94,14.1,"2008-01-30T02:57:02.000"
19678,21322,11633,2452,7029,1856,4,776,116.4,"2008-01-30T07:28:06.000"
25861,28297,33538,21661,8649,1856,1,69,10.35,"2008-01-30T03:38:52.000"
21488,23415,6480,14060,6163,1856,2,134,20.1,"2008-01-30T05:36:27.000"
26817,29230,32413,9024,3340,1856,4,976,146.4,"2008-01-30T10:37:16.000"
24492,26827,4500,23069,2665,1856,1,130,19.5,"2008-01-30T01:18:59.000"
27575,30079,12260,163,1705,1856,4,644,96.6,"2008-01-30T01:02:27.000"
